playlist_genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
edm,0.6550408737382095,0.8024759225550223,-5.427445143140824,0.08669548237630316,0.08150359532351481,0.21857789519609466,0.21185867946384246,0.4006555187820619,125.76802432566606
latin,0.7133206133540373,0.7083058569487577,-6.263360636645962,0.10266494565217392,0.21090223497670804,0.044471594605978264,0.1806693051242236,0.6054654988354037,118.63366711956523
pop,0.6393116824127907,0.7010492986918604,-6.3140390625,0.07401195494186047,0.1707702988880814,0.059816734251453486,0.17686731468023256,0.503406667877907,120.73007521802326
r&b,0.6709438992779115,0.591207443066099,-7.852773004999074,0.11712601370116645,0.2587980481022033,0.028686498489168676,0.17502577300499908,0.5307893723384558,114.14714756526568
rap,0.7185068827321833,0.6507411569959923,-7.040575710054017,0.1975813904861474,0.19250057355985364,0.07606808873671372,0.1916386931521171,0.5048768426555149,120.66671022826276
rock,0.520875,0.7360729966611019,-7.522925918196995,0.05776704924874792,0.1402619948914858,0.061398555918197,0.20313941986644407,0.5343651919866443,125.11397913188647
